State,Year,Quarter,Pincode,Count,Amount
Arunachal Pradesh,2021,4,790116,81804,81804
Arunachal Pradesh,2021,4,790101,77658,77658
Arunachal Pradesh,2022,1,791113,336780,336780
Arunachal Pradesh,2022,1,791110,332485,332485
Arunachal Pradesh,2022,1,791111,262617,262617
Arunachal Pradesh,2022,1,791102,159945,159945
Arunachal Pradesh,2022,1,792103,129210,129210
Arunachal Pradesh,2022,1,792001,121068,121068
Arunachal Pradesh,2022,1,791109,111918,111918
Arunachal Pradesh,2022,1,791001,105769,105769
Arunachal Pradesh,2022,1,792110,84017,84017
Arunachal Pradesh,2022,1,790116,82546,82546
Arunachal Pradesh,2022,2,791110,449672,449672
Arunachal Pradesh,2022,2,791111,365813,365813
Arunachal Pradesh,2022,2,791113,293972,293972
Arunachal Pradesh,2022,2,791102,202400,202400
Arunachal Pradesh,2022,2,792103,171123,171123
Arunachal Pradesh,2022,2,792001,168260,168260
Arunachal Pradesh,2022,2,791109,160963,160963
Arunachal Pradesh,2022,2,791001,138781,138781
Arunachal Pradesh,2022,2,792110,104904,104904
Arunachal Pradesh,2022,2,790116,104888,104888
Arunachal Pradesh,2022,3,791110,493396,493396
Arunachal Pradesh,2022,3,791111,430374,430374
Arunachal Pradesh,2022,3,791113,350164,350164
Arunachal Pradesh,2022,3,791102,223033,223033
Arunachal Pradesh,2022,3,792001,177984,177984
Arunachal Pradesh,2022,3,791109,171234,171234
Arunachal Pradesh,2022,3,792103,168900,168900
Arunachal Pradesh,2022,3,791001,156417,156417
Arunachal Pradesh,2022,3,791112,122875,122875
Arunachal Pradesh,2022,3,790116,119024,119024
Arunachal Pradesh,2022,4,791110,579246,579246
Arunachal Pradesh,2022,4,791111,486688,486688
Arunachal Pradesh,2022,4,791113,386008,386008
Arunachal Pradesh,2022,4,791102,261421,261421
Arunachal Pradesh,2022,4,792103,210161,210161
Arunachal Pradesh,2022,4,792001,208541,208541
Arunachal Pradesh,2022,4,791001,204796,204796
Arunachal Pradesh,2022,4,791109,199942,199942
Arunachal Pradesh,2022,4,791112,153846,153846
Arunachal Pradesh,2022,4,791120,140090,140090
Assam,2018,1,782127,36278,36278
Assam,2018,1,782126,19015,19015
Assam,2018,1,781010,17827,17827
Assam,2018,1,781032,12544,12544
Assam,2018,1,781039,12320,12320
Assam,2018,1,781022,11160,11160
Assam,2018,1,781001,10964,10964
Assam,2018,1,781005,9017,9017
Assam,2018,1,781038,8676,8676
Assam,2018,1,782123,8395,8395
Assam,2018,2,782127,48384,48384
Assam,2018,2,781010,28765,28765
Assam,2018,2,781032,23020,23020
Assam,2018,2,782126,21573,21573
Assam,2018,2,781022,18670,18670
Assam,2018,2,781001,16484,16484
Assam,2018,2,781039,16265,16265
Assam,2018,2,781038,14557,14557
Assam,2018,2,781308,13501,13501
Assam,2018,2,782123,13067,13067
Assam,2018,3,781010,53744,53744
Assam,2018,3,782127,34599,34599
Assam,2018,3,781032,33634,33634
Assam,2018,3,781022,28483,28483
Assam,2018,3,781001,23772,23772
Assam,2018,3,781039,23417,23417
Assam,2018,3,781038,20581,20581
Assam,2018,3,783380,20313,20313
Assam,2018,3,781308,20256,20256
Assam,2018,3,781136,20134,20134
Assam,2018,4,782123,191097,191097
Assam,2018,4,782127,59167,59167
Assam,2018,4,781032,51149,51149
Assam,2018,4,782003,48402,48402
Assam,2018,4,781022,44539,44539
Assam,2018,4,781010,43288,43288
Assam,2018,4,782126,38675,38675
Assam,2018,4,781001,35778,35778
Assam,2018,4,781319,34279,34279
Assam,2018,4,781038,31676,31676
Assam,2019,1,781010,503839,503839
Assam,2019,1,781032,62258,62258
Assam,2019,1,781039,57692,57692
Assam,2019,1,781022,55124,55124
Assam,2019,1,782123,46667,46667
Assam,2019,1,781001,43515,43515
Assam,2019,1,782127,42671,42671
Assam,2019,1,781136,42533,42533
Assam,2019,1,781038,39406,39406
Assam,2019,1,781314,32414,32414
Assam,2019,2,781010,1651072,1651072
Assam,2019,2,781032,67144,67144
Assam,2019,2,781039,61117,61117
Assam,2019,2,781022,56840,56840
Assam,2019,2,781001,45316,45316
Assam,2019,2,781038,40783,40783
Assam,2019,2,781011,35256,35256
Assam,2019,2,781028,35051,35051
Assam,2019,2,781019,34614,34614
Assam,2019,2,785001,34411,34411
Assam,2019,3,781010,1013793,1013793
Assam,2019,3,781032,94854,94854
Assam,2019,3,781022,79856,79856
Assam,2019,3,781039,76010,76010
Assam,2019,3,781001,62282,62282
Assam,2019,3,781038,58487,58487
Assam,2019,3,781019,51280,51280
Assam,2019,3,781011,49702,49702
Assam,2019,3,781028,49020,49020
Assam,2019,3,781005,48872,48872
Assam,2019,4,781010,1082582,1082582
Assam,2019,4,781009,168681,168681
Assam,2019,4,781032,100676,100676
Assam,2019,4,781039,93370,93370
Assam,2019,4,781022,87774,87774
Assam,2019,4,781001,68636,68636
Assam,2019,4,781038,64729,64729
Assam,2019,4,781011,55522,55522
Assam,2019,4,781028,54001,54001
Assam,2019,4,781019,53185,53185
Assam,2020,1,781009,1780036,1780036
Assam,2020,1,781032,118710,118710
Assam,2020,1,781039,112344,112344
Assam,2020,1,781022,107942,107942
Assam,2020,1,781001,79047,79047
Assam,2020,1,781038,77757,77757
Assam,2020,1,781028,67504,67504
Assam,2020,1,781011,66187,66187
Assam,2020,1,781019,62192,62192
Assam,2020,1,781005,57925,57925
Assam,2020,2,781009,1192185,1192185
Assam,2020,2,781032,98935,98935
Assam,2020,2,781022,89467,89467
Assam,2020,2,783380,73336,73336
Assam,2020,2,781038,71811,71811
Assam,2020,2,781028,64789,64789
Assam,2020,2,781011,63697,63697
Assam,2020,2,786001,60266,60266
Assam,2020,2,782435,59364,59364
Assam,2020,2,781001,59124,59124
Assam,2020,3,781009,2659242,2659242
Assam,2020,3,781032,118055,118055
Assam,2020,3,786001,116668,116668
Assam,2020,3,781022,112568,112568
Assam,2020,3,781038,88704,88704
Assam,2020,3,783380,80101,80101
Assam,2020,3,781028,79450,79450
Assam,2020,3,781001,74329,74329
Assam,2020,3,781011,72486,72486
Assam,2020,3,781012,69823,69823
Assam,2020,4,781009,2706533,2706533
Assam,2020,4,781032,208338,208338
Assam,2020,4,781022,191909,191909
Assam,2020,4,781001,146326,146326
Assam,2020,4,781038,141467,141467
Assam,2020,4,786001,136686,136686
Assam,2020,4,781028,124055,124055
Assam,2020,4,781011,115652,115652
Assam,2020,4,781019,109902,109902
Assam,2020,4,781005,107715,107715
Assam,2021,1,781009,6524270,6524270
Assam,2021,1,786001,223886,223886
Assam,2021,1,781022,220209,220209
Assam,2021,1,781032,219173,219173
Assam,2021,1,781001,164447,164447
Assam,2021,1,781038,147267,147267
Assam,2021,1,781028,134378,134378
Assam,2021,1,781039,121609,121609
Assam,2021,1,781011,118996,118996
Assam,2021,1,781019,115698,115698
Assam,2021,2,781009,9152474,9152474
Assam,2021,2,786001,301912,301912
Assam,2021,2,781032,214544,214544
Assam,2021,2,781022,210224,210224
Assam,2021,2,781038,156202,156202
Assam,2021,2,781028,141496,141496
Assam,2021,2,781319,141071,141071
Assam,2021,2,781001,140945,140945
Assam,2021,2,783330,140014,140014
Assam,2021,2,781039,138550,138550
Assam,2021,3,781009,12729978,12729978
Assam,2021,3,786001,427258,427258
Assam,2021,3,781032,317420,317420
Assam,2021,3,781022,306809,306809
Assam,2021,3,781038,228604,228604
Assam,2021,3,781001,214826,214826
Assam,2021,3,781028,202529,202529
Assam,2021,3,781011,185134,185134
Assam,2021,3,781316,184851,184851
Assam,2021,3,781319,181532,181532
Assam,2021,4,781009,16779607,16779607
Assam,2021,4,786001,589421,589421
Assam,2021,4,781032,478852,478852
Assam,2021,4,781022,476771,476771
Assam,2021,4,781001,350899,350899
Assam,2021,4,781038,326950,326950
Assam,2021,4,781028,293043,293043
Assam,2021,4,781316,285464,285464
Assam,2021,4,781319,279718,279718
Assam,2021,4,781019,258000,258000
Assam,2022,1,781009,21143287,21143287
Assam,2022,1,786001,737669,737669
Assam,2022,1,781022,642641,642641
Assam,2022,1,781032,607413,607413
Assam,2022,1,781001,441260,441260
Assam,2022,1,781038,429897,429897
Assam,2022,1,781028,382727,382727
Assam,2022,1,781319,368895,368895
Assam,2022,1,781316,362610,362610
Assam,2022,1,781005,328830,328830
Assam,2022,2,781009,27909097,27909097
Assam,2022,2,786001,1010236,1010236
Assam,2022,2,781022,811780,811780
Assam,2022,2,781032,753818,753818
Assam,2022,2,781001,557255,557255
Assam,2022,2,781038,548977,548977
Assam,2022,2,781319,492658,492658
Assam,2022,2,781316,486936,486936
Assam,2022,2,781028,483936,483936
Assam,2022,2,784115,480261,480261
Assam,2022,3,781013,23740033,23740033
Assam,2022,3,781009,4453845,4453845
Assam,2022,3,785001,1305456,1305456
Assam,2022,3,781022,917155,917155
Assam,2022,3,781032,854723,854723
Assam,2022,3,788151,782629,782629
Assam,2022,3,786001,773303,773303
Assam,2022,3,781301,672975,672975
Assam,2022,3,784001,652030,652030
Assam,2022,3,781001,640733,640733
Assam,2022,4,781013,35940014,35940014
Assam,2022,4,781301,1464765,1464765
Assam,2022,4,785001,1165321,1165321
Assam,2022,4,783380,1025231,1025231
Assam,2022,4,781022,1021760,1021760
Assam,2022,4,786001,1016397,1016397
Assam,2022,4,781032,945052,945052
Assam,2022,4,781103,813992,813992
Assam,2022,4,781001,753829,753829
Assam,2022,4,781038,712469,712469
Bihar,2018,1,800006,212121,212121
Bihar,2018,1,800001,177256,177256
Bihar,2018,1,800020,129071,129071
Bihar,2018,1,845401,76416,76416
Bihar,2018,1,800015,73983,73983
Bihar,2018,1,800026,63136,63136
Bihar,2018,1,842002,57670,57670
Bihar,2018,1,845438,56011,56011
Bihar,2018,1,823001,51768,51768
Bihar,2018,1,842001,46883,46883
Bihar,2018,2,800006,289074,289074
Bihar,2018,2,800001,251222,251222
Bihar,2018,2,800020,184124,184124
Bihar,2018,2,845401,105036,105036
Bihar,2018,2,800026,87771,87771
Bihar,2018,2,845438,78684,78684
Bihar,2018,2,800015,77783,77783
Bihar,2018,2,842002,74853,74853
Bihar,2018,2,823001,71312,71312
Bihar,2018,2,848101,67307,67307
Bihar,2018,3,800006,665118,665118
Bihar,2018,3,800001,456327,456327
Bihar,2018,3,800020,446790,446790
Bihar,2018,3,823003,212925,212925
Bihar,2018,3,800026,206452,206452
Bihar,2018,3,823001,197591,197591
Bihar,2018,3,803216,190750,190750
Bihar,2018,3,845401,179174,179174
Bihar,2018,3,823002,175214,175214
Bihar,2018,3,821115,161490,161490
Bihar,2018,4,800006,609082,609082
Bihar,2018,4,800001,473734,473734
Bihar,2018,4,800020,374925,374925
Bihar,2018,4,845401,214245,214245
Bihar,2018,4,800026,174944,174944
Bihar,2018,4,823001,147970,147970
Bihar,2018,4,845438,141044,141044
Bihar,2018,4,823003,127993,127993
Bihar,2018,4,803216,117853,117853
Bihar,2018,4,800015,114208,114208
Bihar,2019,1,800015,3028480,3028480
Bihar,2019,1,800006,1018316,1018316
Bihar,2019,1,800001,722704,722704
Bihar,2019,1,800020,566441,566441
Bihar,2019,1,845401,331604,331604
Bihar,2019,1,800026,273238,273238
Bihar,2019,1,845438,247420,247420
Bihar,2019,1,823001,228702,228702
Bihar,2019,1,842002,184431,184431
Bihar,2019,1,803101,170456,170456
Bihar,2019,2,800015,9362673,9362673
Bihar,2019,2,800006,752705,752705
Bihar,2019,2,800001,673777,673777
Bihar,2019,2,800020,455695,455695
Bihar,2019,2,845401,259303,259303
Bihar,2019,2,842002,240597,240597
Bihar,2019,2,823001,232085,232085
Bihar,2019,2,800026,215418,215418
Bihar,2019,2,845438,191190,191190
Bihar,2019,2,846004,162084,162084
Bihar,2019,3,800015,8554034,8554034
Bihar,2019,3,800001,867610,867610
Bihar,2019,3,800006,832126,832126
Bihar,2019,3,800020,535246,535246
Bihar,2019,3,823001,300735,300735
Bihar,2019,3,842002,291466,291466
Bihar,2019,3,845401,281037,281037
Bihar,2019,3,800026,254307,254307
Bihar,2019,3,823002,231101,231101
Bihar,2019,3,845438,207066,207066
Bihar,2019,4,800015,10441675,10441675
Bihar,2019,4,800001,1988061,1988061
Bihar,2019,4,800006,920799,920799
Bihar,2019,4,800020,664261,664261
Bihar,2019,4,823001,389852,389852
Bihar,2019,4,845401,383882,383882
Bihar,2019,4,842002,381521,381521
Bihar,2019,4,845438,306174,306174
Bihar,2019,4,800026,297467,297467
Bihar,2019,4,803101,274316,274316
Bihar,2020,1,800001,10678852,10678852
Bihar,2020,1,800006,830881,830881
Bihar,2020,1,800020,619137,619137
Bihar,2020,1,845438,463471,463471
Bihar,2020,1,841226,420933,420933
Bihar,2020,1,845401,412961,412961
Bihar,2020,1,842002,360470,360470
Bihar,2020,1,823001,305370,305370
Bihar,2020,1,846004,284513,284513
Bihar,2020,1,800026,272956,272956
Bihar,2020,2,800001,9603835,9603835
Bihar,2020,2,800020,459638,459638
Bihar,2020,2,842002,431943,431943
Bihar,2020,2,845438,425922,425922
Bihar,2020,2,845401,423263,423263
Bihar,2020,2,812002,407349,407349
Bihar,2020,2,800006,315041,315041
Bihar,2020,2,841226,299693,299693
Bihar,2020,2,823001,278544,278544
Bihar,2020,2,842001,252601,252601
Bihar,2020,3,800001,14656027,14656027
Bihar,2020,3,800020,703982,703982
Bihar,2020,3,812002,700852,700852
Bihar,2020,3,845401,620915,620915
Bihar,2020,3,842002,582293,582293
Bihar,2020,3,845438,514159,514159
Bihar,2020,3,800006,505848,505848
Bihar,2020,3,854301,487292,487292
Bihar,2020,3,846004,460846,460846
Bihar,2020,3,823001,437681,437681
Bihar,2020,4,800001,14983099,14983099
Bihar,2020,4,800020,1139908,1139908
Bihar,2020,4,800006,1049670,1049670
Bihar,2020,4,845401,966905,966905
Bihar,2020,4,845438,798487,798487
Bihar,2020,4,842002,792841,792841
Bihar,2020,4,823001,720110,720110
Bihar,2020,4,812002,699980,699980
Bihar,2020,4,854301,664144,664144
Bihar,2020,4,846004,649173,649173
Bihar,2021,1,800001,30937663,30937663
Bihar,2021,1,800006,1445408,1445408
Bihar,2021,1,812002,1294407,1294407
Bihar,2021,1,800020,1280068,1280068
Bihar,2021,1,842002,1073211,1073211
Bihar,2021,1,845401,1055075,1055075
Bihar,2021,1,845438,880745,880745
Bihar,2021,1,854301,875185,875185
Bihar,2021,1,846004,807152,807152
Bihar,2021,1,823001,796129,796129
Bihar,2021,2,800001,42836603,42836603
Bihar,2021,2,812002,1958899,1958899
Bihar,2021,2,842002,1370353,1370353
Bihar,2021,2,845401,1210441,1210441
Bihar,2021,2,841226,1204361,1204361
Bihar,2021,2,800020,1161642,1161642
Bihar,2021,2,854301,1152369,1152369
Bihar,2021,2,845438,1057650,1057650
Bihar,2021,2,800006,963330,963330
Bihar,2021,2,846004,960198,960198
Bihar,2021,3,800001,49086869,49086869
Bihar,2021,3,841226,3136176,3136176
Bihar,2021,3,812002,2391694,2391694
Bihar,2021,3,800006,2154675,2154675
Bihar,2021,3,842002,2020953,2020953
Bihar,2021,3,800020,1925842,1925842
Bihar,2021,3,845401,1804737,1804737
Bihar,2021,3,854301,1606525,1606525
Bihar,2021,3,845438,1511332,1511332
Bihar,2021,3,846004,1447174,1447174
Bihar,2021,4,800001,61784983,61784983
Bihar,2021,4,841226,4134836,4134836
Bihar,2021,4,812002,3254302,3254302
Bihar,2021,4,800006,2762725,2762725
Bihar,2021,4,842002,2561099,2561099
Bihar,2021,4,845401,2321752,2321752
Bihar,2021,4,800020,2294503,2294503
Bihar,2021,4,854301,2071847,2071847
Bihar,2021,4,845438,2009563,2009563
Bihar,2021,4,846004,1833248,1833248
Bihar,2022,1,800001,68427326,68427326
Bihar,2022,1,841226,4833682,4833682
Bihar,2022,1,812002,3889495,3889495
Bihar,2022,1,800006,3151661,3151661
Bihar,2022,1,842002,2842139,2842139
Bihar,2022,1,845401,2767467,2767467
Bihar,2022,1,800020,2583780,2583780
Bihar,2022,1,845438,2420905,2420905
Bihar,2022,1,854301,2370632,2370632
Bihar,2022,1,846004,2041031,2041031
Bihar,2022,2,800001,90260337,90260337
Bihar,2022,2,841226,6002826,6002826
Bihar,2022,2,812002,5661855,5661855
Bihar,2022,2,800006,4555200,4555200
Bihar,2022,2,842002,3577125,3577125
Bihar,2022,2,845401,3415935,3415935
Bihar,2022,2,800020,3287150,3287150
Bihar,2022,2,854301,3017014,3017014
Bihar,2022,2,845438,2847567,2847567
Bihar,2022,2,846004,2555939,2555939
Bihar,2022,3,800001,143978604,143978604
Bihar,2022,3,800015,14642589,14642589
Bihar,2022,3,843322,6216302,6216302
Bihar,2022,3,800006,4989994,4989994
Bihar,2022,3,848101,4686576,4686576
Bihar,2022,3,842002,4602821,4602821
Bihar,2022,3,845401,3626302,3626302
Bihar,2022,3,800020,3427686,3427686
Bihar,2022,3,845438,3049811,3049811
Bihar,2022,3,841226,2723175,2723175
Bihar,2022,4,800001,167166031,167166031
Bihar,2022,4,800015,17566147,17566147
Bihar,2022,4,844101,4894839,4894839
Bihar,2022,4,800006,4869130,4869130
Bihar,2022,4,843322,4746967,4746967
Bihar,2022,4,842002,4374147,4374147
Bihar,2022,4,845401,4219087,4219087
Bihar,2022,4,841226,3978487,3978487
Bihar,2022,4,845438,3713414,3713414
Bihar,2022,4,800020,3626280,3626280
Chandigarh,2018,1,160008,204745,204745
Chandigarh,2018,1,160101,26317,26317
Chandigarh,2018,1,160002,23236,23236
Chandigarh,2018,1,160036,18446,18446
Chandigarh,2018,1,160022,16228,16228
Chandigarh,2018,1,160047,15552,15552
Chandigarh,2018,1,160014,9358,9358
Chandigarh,2018,1,160015,9023,9023
Chandigarh,2018,1,160019,8102,8102
Chandigarh,2018,1,160030,7330,7330
Chandigarh,2018,2,160008,219223,219223
Chandigarh,2018,2,160101,38949,38949
Chandigarh,2018,2,160002,31907,31907
Chandigarh,2018,2,160036,26201,26201
Chandigarh,2018,2,160047,24585,24585
Chandigarh,2018,2,160022,24378,24378
Chandigarh,2018,2,160014,14441,14441
Chandigarh,2018,2,160015,12986,12986
Chandigarh,2018,2,160019,12083,12083
Chandigarh,2018,2,160030,11243,11243
Chandigarh,2018,3,160008,266799,266799
Chandigarh,2018,3,160101,53316,53316
Chandigarh,2018,3,160002,44225,44225
Chandigarh,2018,3,160022,34777,34777
Chandigarh,2018,3,160036,33483,33483
Chandigarh,2018,3,160047,30570,30570
Chandigarh,2018,3,160014,19926,19926
Chandigarh,2018,3,160015,18027,18027
Chandigarh,2018,3,160019,16836,16836
Chandigarh,2018,3,160030,14940,14940
Chandigarh,2018,4,160008,396339,396339
Chandigarh,2018,4,160101,85138,85138
Chandigarh,2018,4,160002,61325,61325
Chandigarh,2018,4,160036,50267,50267
Chandigarh,2018,4,160022,45905,45905
Chandigarh,2018,4,160047,44348,44348
Chandigarh,2018,4,160014,29308,29308
Chandigarh,2018,4,160015,27323,27323
Chandigarh,2018,4,160019,22314,22314
Chandigarh,2018,4,160030,20591,20591
Chandigarh,2019,1,160008,574769,574769
Chandigarh,2019,1,160101,145641,145641
Chandigarh,2019,1,160002,88708,88708
Chandigarh,2019,1,160036,64777,64777
Chandigarh,2019,1,160022,60415,60415
Chandigarh,2019,1,160047,54281,54281
Chandigarh,2019,1,160014,35848,35848
Chandigarh,2019,1,160015,33699,33699
Chandigarh,2019,1,160019,31111,31111
Chandigarh,2019,1,160030,25421,25421
Chandigarh,2019,2,160008,515736,515736
Chandigarh,2019,2,160101,122225,122225
Chandigarh,2019,2,160002,85284,85284
Chandigarh,2019,2,160036,76218,76218
Chandigarh,2019,2,160022,68095,68095
Chandigarh,2019,2,160047,65539,65539
Chandigarh,2019,2,160014,40627,40627
Chandigarh,2019,2,160015,36891,36891
Chandigarh,2019,2,160019,34162,34162
Chandigarh,2019,2,160030,27361,27361
Chandigarh,2019,3,160008,463581,463581
Chandigarh,2019,3,160101,165578,165578
Chandigarh,2019,3,160036,118544,118544
Chandigarh,2019,3,160002,113594,113594
Chandigarh,2019,3,160022,101533,101533
Chandigarh,2019,3,160047,91171,91171
Chandigarh,2019,3,160014,57265,57265
Chandigarh,2019,3,160015,54871,54871
Chandigarh,2019,3,160019,46142,46142
Chandigarh,2019,3,160030,37989,37989
Chandigarh,2019,4,160008,635340,635340
Chandigarh,2019,4,160101,189767,189767
Chandigarh,2019,4,160036,137208,137208
Chandigarh,2019,4,160002,130221,130221
Chandigarh,2019,4,160022,120266,120266
Chandigarh,2019,4,160047,103726,103726
Chandigarh,2019,4,160015,70113,70113
Chandigarh,2019,4,160014,69754,69754
Chandigarh,2019,4,160019,52557,52557
Chandigarh,2019,4,160030,44445,44445
Chandigarh,2020,1,160008,925287,925287
Chandigarh,2020,1,160101,204633,204633
Chandigarh,2020,1,160036,179376,179376
Chandigarh,2020,1,160002,141763,141763
Chandigarh,2020,1,160022,117571,117571
Chandigarh,2020,1,160047,112942,112942
Chandigarh,2020,1,160014,79062,79062
Chandigarh,2020,1,160015,74935,74935
Chandigarh,2020,1,160019,57212,57212
Chandigarh,2020,1,160030,47014,47014
Chandigarh,2020,2,160008,672280,672280
Chandigarh,2020,2,160101,135435,135435
Chandigarh,2020,2,160002,105477,105477
Chandigarh,2020,2,160036,100013,100013
Chandigarh,2020,2,160047,84082,84082
Chandigarh,2020,2,160014,71847,71847
Chandigarh,2020,2,160022,42822,42822
Chandigarh,2020,2,160003,38058,38058
Chandigarh,2020,2,160025,33746,33746
Chandigarh,2020,2,160019,32848,32848
Chandigarh,2020,3,160008,813514,813514
Chandigarh,2020,3,160101,187085,187085
Chandigarh,2020,3,160036,164223,164223
Chandigarh,2020,3,160002,164083,164083
Chandigarh,2020,3,160047,126033,126033
Chandigarh,2020,3,160022,100215,100215
